HRG_Code,HRG_Desc,HRG_Version,HRG_Type,Exc_All_Settings,HRG_Chapter_Code,HRG_Chapter_Desc,HRG_SubChapter_Code,HRG_SubChapter_Desc
LD08B,"Satellite Haemodialysis or Filtration, with Access via Arteriovenous Fistula or Graft, with Blood-Borne Virus, 18 years and under",4+,C,Y,L,Urinary Tract and Male Reproductive System,LD,Renal Dialysis for Chronic Kidney Disease
LD09A,"Home Haemodialysis or Filtration, with Access via Haemodialysis Catheter, 19 years and over",4+,C,Y,L,Urinary Tract and Male Reproductive System,LD,Renal Dialysis for Chronic Kidney Disease
LD09B,"Home Haemodialysis or Filtration, with Access via Haemodialysis Catheter, 18 years and under",4+,C,Y,L,Urinary Tract and Male Reproductive System,LD,Renal Dialysis for Chronic Kidney Disease
LD10A,"Home Haemodialysis or Filtration, with Access via Arteriovenous Fistula or Graft, 19 years and over",4+,C,Y,L,Urinary Tract and Male Reproductive System,LD,Renal Dialysis for Chronic Kidney Disease
LD10B,"Home Haemodialysis or Filtration, with Access via Arteriovenous Fistula or Graft, 18 years and under",4+,C,Y,L,Urinary Tract and Male Reproductive System,LD,Renal Dialysis for Chronic Kidney Disease
LD11A,"Continuous Ambulatory Peritoneal Dialysis, 19 years and over",4+,C,Y,L,Urinary Tract and Male Reproductive System,LD,Renal Dialysis for Chronic Kidney Disease
LD11B,"Continuous Ambulatory Peritoneal Dialysis, 18 years and under",4+,C,Y,L,Urinary Tract and Male Reproductive System,LD,Renal Dialysis for Chronic Kidney Disease
LD12A,"Automated Peritoneal Dialysis, 19 years and over",4+,C,Y,L,Urinary Tract and Male Reproductive System,LD,Renal Dialysis for Chronic Kidney Disease
LD12B,"Automated Peritoneal Dialysis, 18 years and under",4+,C,Y,L,Urinary Tract and Male Reproductive System,LD,Renal Dialysis for Chronic Kidney Disease
LD13A,"Assisted Automated Peritoneal Dialysis, 19 years and over",4+,C,Y,L,Urinary Tract and Male Reproductive System,LD,Renal Dialysis for Chronic Kidney Disease
LD13B,"Assisted Automated Peritoneal Dialysis, 18 years and under",4+,C,Y,L,Urinary Tract and Male Reproductive System,LD,Renal Dialysis for Chronic Kidney Disease
LE01A,"Haemodialysis for Acute Kidney Injury, 19 years and over",4+,U,Y,L,Urinary Tract and Male Reproductive System,LE,Renal Dialysis for Acute Kidney Injury
LE01B,"Haemodialysis for Acute Kidney Injury, 18 years and under",4+,U,Y,L,Urinary Tract and Male Reproductive System,LE,Renal Dialysis for Acute Kidney Injury
LE02A,"Peritoneal Dialysis for Acute Kidney Injury, 19 years and over",4+,U,Y,L,Urinary Tract and Male Reproductive System,LE,Renal Dialysis for Acute Kidney Injury
LE02B,"Peritoneal Dialysis for Acute Kidney Injury, 18 years and under",4+,U,Y,L,Urinary Tract and Male Reproductive System,LE,Renal Dialysis for Acute Kidney Injury
MA01Z,"Complex Open, Upper or Lower Genital Tract Procedures",4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA02A,"Very Major Open, Upper or Lower Genital Tract Procedures, with CC Score 4+",4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA02B,"Very Major Open, Upper or Lower Genital Tract Procedures, with CC Score 2-3",4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA02C,"Very Major Open, Upper or Lower Genital Tract Procedures, with CC Score 0-1",4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA03C,Major Open Lower Genital Tract Procedures with CC Score 3+,4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA03D,Major Open Lower Genital Tract Procedures with CC Score 0-2,4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA04C,Intermediate Open Lower Genital Tract Procedures with CC Score 3+,4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA04D,Intermediate Open Lower Genital Tract Procedures with CC Score 0-2,4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA06A,"Major, Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy, with CC Score 4+",4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA06B,"Major, Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy, with CC Score 2-3",4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA06C,"Major, Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy, with CC Score 0-1",4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA07E,Major Open Upper Genital Tract Procedures with CC Score 5+,4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA07F,Major Open Upper Genital Tract Procedures with CC Score 3-4,4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA07G,Major Open Upper Genital Tract Procedures with CC Score 0-2,4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA08A,"Major, Laparoscopic or Endoscopic, Upper Genital Tract Procedures, with CC Score 2+",4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA08B,"Major, Laparoscopic or Endoscopic, Upper Genital Tract Procedures, with CC Score 0-1",4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA09A,"Intermediate, Laparoscopic or Endoscopic, Upper Genital Tract Procedures, with CC Score 2+",4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA09B,"Intermediate, Laparoscopic or Endoscopic, Upper Genital Tract Procedures, with CC Score 0-1",4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA10Z,"Minor, Laparoscopic or Endoscopic, Upper Genital Tract Procedures",4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA11Z,Intermediate Open Upper Genital Tract Procedures,4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA12Z,Resection or Ablation Procedures for Intrauterine Lesions,4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA22Z,Minor Lower Genital Tract Procedures,4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA23Z,Minimal Lower Genital Tract Procedures,4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA24Z,Minor Upper Genital Tract Procedures,4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA25Z,Minimal Upper Genital Tract Procedures,4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA26A,"Complex, Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy, with CC Score 5+",4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA26B,"Complex, Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy, with CC Score 2-4",4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA26C,"Complex, Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy, with CC Score 0-1",4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA27Z,"Minor, Upper or Lower Genital Tract Procedures for Malignancy",4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA28Z,"Complex, Laparoscopic or Endoscopic, Upper Genital Tract Procedures",4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA29Z,Major Female Pelvic Peritoneum Adhesion Procedures,4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA30Z,Intermediate Female Pelvic Peritoneum Adhesion Procedures,4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA31Z,Diagnostic Hysteroscopy,4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA32Z,Diagnostic Hysteroscopy with Biopsy,4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA33Z,Diagnostic Hysteroscopy with Biopsy and Implantation of Intrauterine Device,4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA34Z,Diagnostic Hysteroscopy with Implantation of Intrauterine Device,4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA35Z,Implantation of Intrauterine Device,4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA36Z,Transvaginal Ultrasound,4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA37Z,Transvaginal Ultrasound with Biopsy,4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA38Z,Diagnostic Colposcopy,4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA39Z,Diagnostic Colposcopy with Biopsy,4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA40Z,Therapeutic Colposcopy,4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA41Z,Transvaginal Ultrasound with Biopsy and Implantation of Intrauterine Device,4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA42Z,Transvaginal Ultrasound with Implantation of Intrauterine Device,4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA43Z,Transvaginal Ultrasound with Salpingography,4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA44Z,Salpingography,4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA45Z,Diagnostic Hysteroscopy with Transvaginal Ultrasound,4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA46Z,"Diagnostic Hysteroscopy with Transvaginal Ultrasound, with Biopsy",4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA47Z,Diagnostic Hysteroscopy with Transvaginal Ultrasound and Implantation of Intrauterine Device,4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA48Z,Medical Treatment of Ectopic Pregnancy,4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA50Z,"Surgical, Abortion or Miscarriage Care, over 20 weeks Gestation",4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA51Z,"Surgical, Abortion or Miscarriage Care, from 14 to 20 weeks Gestation",4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA52A,"Surgical, Abortion or Miscarriage Care, under 14 weeks Gestation, with Insertion of Long-Acting Contraceptive",4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA52B,"Surgical, Abortion or Miscarriage Care, under 14 weeks Gestation, without Insertion of Long-Acting Contraceptive",4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA53Z,"Medical, Abortion or Miscarriage Care, over 20 weeks Gestation",4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA54Z,"Medical, Abortion or Miscarriage Care, from 14 to 20 weeks Gestation",4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA55A,"Medical, Abortion or Miscarriage Care, from 9 to under 14 weeks Gestation, with Insertion of Long-Acting Contraceptive",4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA55B,"Medical, Abortion or Miscarriage Care, from 9 to under 14 weeks Gestation, without Insertion of Long-Acting Contraceptive",4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA56A,"Medical, Abortion or Miscarriage Care, under 9 weeks Gestation, with Insertion of Long-Acting Contraceptive",4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MA56B,"Medical, Abortion or Miscarriage Care, under 9 weeks Gestation, without Insertion of Long-Acting Contraceptive",4+,C,N,M,Female Reproductive System and Assisted Reproduction,MA,Female Reproductive System Procedures
MB05C,"Malignant Gynaecological Disorders with Interventions, with CC Score 9+",4+,C,N,M,Female Reproductive System and Assisted Reproduction,MB,Female Reproductive System Disorders
MB05D,"Malignant Gynaecological Disorders with Interventions, with CC Score 6-8",4+,C,N,M,Female Reproductive System and Assisted Reproduction,MB,Female Reproductive System Disorders
MB05E,"Malignant Gynaecological Disorders with Interventions, with CC Score 3-5",4+,C,N,M,Female Reproductive System and Assisted Reproduction,MB,Female Reproductive System Disorders
MB05F,"Malignant Gynaecological Disorders with Interventions, with CC Score 0-2",4+,C,N,M,Female Reproductive System and Assisted Reproduction,MB,Female Reproductive System Disorders
MB05G,"Malignant Gynaecological Disorders without Interventions, with CC Score 10+",4+,C,N,M,Female Reproductive System and Assisted Reproduction,MB,Female Reproductive System Disorders
MB05H,"Malignant Gynaecological Disorders without Interventions, with CC Score 7-9",4+,C,N,M,Female Reproductive System and Assisted Reproduction,MB,Female Reproductive System Disorders
