OPCS_L4_Code,OPCS_L4_Desc,OPCS_L3_Code,OPCS_L3_Desc,OPCS_L2_Code,OPCS_L2_Desc,OPCS_L1_Code,OPCS_L1_Desc,OPCS_Version,OPCS_Status
S549,S549: Unspecified exploration of burnt skin of head or neck,S54,S54: Exploration of burnt skin of head or Neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S551,S551: Debridement of burnt skin NEC,S55,S55: Exploration of burnt skin of other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S552,S552: Removal of slough from burnt skin NEC,S55,S55: Exploration of burnt skin of other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S553,S553: Toilet to burnt skin NEC,S55,S55: Exploration of burnt skin of other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S554,S554: Dressing of burnt skin NEC,S55,S55: Exploration of burnt skin of other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S555,S555: Attention to dressing of burnt skin NEC,S55,S55: Exploration of burnt skin of other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S556,S556: Cleansing and sterilisation of burnt skin NEC,S55,S55: Exploration of burnt skin of other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.4,Live
S557,S557: Dressing of burnt skin using vacuum assisted closure device NEC,S55,S55: Exploration of burnt skin of other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.4,Live
S558,S558: Other specified exploration of burnt skin of other site,S55,S55: Exploration of burnt skin of other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S559,S559: Unspecified exploration of burnt skin of other site,S55,S55: Exploration of burnt skin of other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S561,S561: Debridement of skin of head or neck NEC,S56,S56: Exploration of other skin of head or Neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S562,S562: Removal of slough from skin of head or neck NEC,S56,S56: Exploration of other skin of head or Neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S563,S563: Toilet to skin of head or neck NEC,S56,S56: Exploration of other skin of head or Neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S564,S564: Dressing of skin of head or neck NEC,S56,S56: Exploration of other skin of head or Neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S565,S565: Attention to dressing of skin of head or neck NEC,S56,S56: Exploration of other skin of head or Neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S566,S566: Cleansing and sterilisation of skin of head or neck NEC,S56,S56: Exploration of other skin of head or Neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.3,Live
S567,S567: Dressing of skin of head or neck using vacuum assisted closure device NEC,S56,S56: Exploration of other skin of head or Neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.4,Live
S568,S568: Other specified exploration of other skin of head or neck,S56,S56: Exploration of other skin of head or Neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S569,S569: Unspecified exploration of other skin of head or neck,S56,S56: Exploration of other skin of head or Neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S571,S571: Debridement of skin NEC,S57,S57: Exploration of other skin of other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S572,S572: Removal of slough from skin NEC,S57,S57: Exploration of other skin of other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S573,S573: Toilet of skin NEC,S57,S57: Exploration of other skin of other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S574,S574: Dressing of skin NEC,S57,S57: Exploration of other skin of other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S575,S575: Attention to dressing of skin NEC,S57,S57: Exploration of other skin of other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S576,S576: Cleansing and sterilisation of skin NEC,S57,S57: Exploration of other skin of other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.3,Live
S577,S577: Dressing of skin using vacuum assisted closure device NEC,S57,S57: Exploration of other skin of other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.4,Live
S578,S578: Other specified exploration of other skin of other site,S57,S57: Exploration of other skin of other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S579,S579: Unspecified exploration of other skin of other site,S57,S57: Exploration of other skin of other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S581,S581: Larvae debridement therapy of skin of head or neck,S58,S58: Larvae Therapy of Skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.4,Live
S582,S582: Larvae debridement therapy of skin NEC,S58,S58: Larvae Therapy of Skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.4,Live
S588,S588: Other specified larvae therapy of skin,S58,S58: Larvae Therapy of Skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.4,Live
S589,S589: Unspecified larvae therapy of skin,S58,S58: Larvae Therapy of Skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.4,Live
S591,S591: Leech therapy of skin of head or neck,S59,S59: Leech therapy of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.7,Live
S592,S592: Leech therapy of skin NEC,S59,S59: Leech therapy of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.7,Live
S598,S598: Other specified leech therapy of skin,S59,S59: Leech therapy of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.7,Live
S599,S599: Unspecified leech therapy of skin,S59,S59: Leech therapy of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.7,Live
S601,S601: Dermabrasion of skin of head or neck,S60,S60: Other operations on skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S602,S602: Dermabrasion of skin NEC,S60,S60: Other operations on skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S603,S603: Tattooing of skin,S60,S60: Other operations on skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S604,S604: Refashioning of scar NEC,S60,S60: Other operations on skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S605,S605: Diagnostic dermatoscopy of skin,S60,S60: Other operations on skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.4,Live
S606,S606: Electrolysis of hair,S60,S60: Other operations on skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.4,Live
S607,S607: Epilation NEC,S60,S60: Other operations on skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.4,Live
S608,S608: Other specified other operations on skin,S60,S60: Other operations on skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S609,S609: Unspecified other operations on skin,S60,S60: Other operations on skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S621,S621: Liposuction of subcutaneous tissue of head or neck,S62,S62: Other operations on subcutaneous tissue,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S622,S622: Liposuction of subcutaneous tissue NEC,S62,S62: Other operations on subcutaneous tissue,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S623,S623: Removal of inserted substance from subcutaneous tissue,S62,S62: Other operations on subcutaneous tissue,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S624,S624: Removal of pack from subcutaneous tissue,S62,S62: Other operations on subcutaneous tissue,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S625,S625: Removal of hormone implant from subcutaneous tissue,S62,S62: Other operations on subcutaneous tissue,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.3,Live
S626,S626: Insertion of diagnostic substance into subcutaneous tissue,S62,S62: Other operations on subcutaneous tissue,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.4,Live
S627,S627: Insertion of diagnostic device into subcutaneous tissue,S62,S62: Other operations on subcutaneous tissue,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.7,Live
S628,S628: Other specified other operations on subcutaneous tissue,S62,S62: Other operations on subcutaneous tissue,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S629,S629: Unspecified other operations on subcutaneous tissue,S62,S62: Other operations on subcutaneous tissue,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S631,S631: Removal of diagnostic device from subcutaneous tissue,S63,S63: Operations on subcutaneous tissue,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.7,Live
S632,S632: Creation of subcutaneous storage pocket and placement of autologous tissue,S63,S63: Operations on subcutaneous tissue,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.7,Live
S633,S633: Removal of autologous tissue from subcutaneous storage pocket,S63,S63: Operations on subcutaneous tissue,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.7,Live
S638,S638: Other specified operations on subcutaneous tissue,S63,S63: Operations on subcutaneous tissue,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.7,Live
S639,S639: Unspecified operations on subcutaneous tissue,S63,S63: Operations on subcutaneous tissue,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.7,Live
S641,S641: Excision of nail bed,S64,S64: Extirpation of nail bed,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S642,S642: Chemical destruction of nail bed,S64,S64: Extirpation of nail bed,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S643,S643: Destruction of nail bed NEC,S64,S64: Extirpation of nail bed,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S648,S648: Other specified extirpation of nail bed,S64,S64: Extirpation of nail bed,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S649,S649: Unspecified extirpation of nail bed,S64,S64: Extirpation of nail bed,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S661,S661: Biopsy of lesion of nail bed,S66,S66: Other operations on nail bed,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S662,S662: Repair of nail bed,S66,S66: Other operations on nail bed,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S663,S663: Incision of nail bed,S66,S66: Other operations on nail bed,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S668,S668: Other specified other operations on nail bed,S66,S66: Other operations on nail bed,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S669,S669: Unspecified other operations on nail bed,S66,S66: Other operations on nail bed,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S681,S681: Total excision of nail,S68,S68: Excision of nail,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S682,S682: Excision of wedge of nail,S68,S68: Excision of nail,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S683,S683: Partial excision of nail NEC,S68,S68: Excision of nail,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S688,S688: Other specified excision of nail,S68,S68: Excision of nail,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S689,S689: Unspecified excision of nail,S68,S68: Excision of nail,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S701,S701: Avulsion of nail,S70,S70: Other operations on nail,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S702,S702: Incision of nail,S70,S70: Other operations on nail,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S703,S703: Removal of foreign body from nail,S70,S70: Other operations on nail,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S708,S708: Other specified other operations on nail,S70,S70: Other operations on nail,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S709,S709: Unspecified other operations on nail,S70,S70: Other operations on nail,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
T011,T011: Thoracoplasty,T01,T01: Partial excision of chest wall,T01-T17,T01-T17: Chest wall pleura and diaphragm,T,T: Soft Tissue,4.2,Live
T012,T012: Removal of plombage material from chest wall,T01,T01: Partial excision of chest wall,T01-T17,T01-T17: Chest wall pleura and diaphragm,T,T: Soft Tissue,4.2,Live
T013,T013: Excision of lesion of chest wall,T01,T01: Partial excision of chest wall,T01-T17,T01-T17: Chest wall pleura and diaphragm,T,T: Soft Tissue,4.2,Live
T018,T018: Other specified partial excision of chest wall,T01,T01: Partial excision of chest wall,T01-T17,T01-T17: Chest wall pleura and diaphragm,T,T: Soft Tissue,4.2,Live
T019,T019: Unspecified partial excision of chest wall,T01,T01: Partial excision of chest wall,T01-T17,T01-T17: Chest wall pleura and diaphragm,T,T: Soft Tissue,4.2,Live
T021,T021: Correction of pectus deformity of chest wall,T02,T02: Reconstruction of chest wall,T01-T17,T01-T17: Chest wall pleura and diaphragm,T,T: Soft Tissue,4.2,Live
T022,T022: Insertion of silicone implant for correction of pectus excavatum,T02,T02: Reconstruction of chest wall,T01-T17,T01-T17: Chest wall pleura and diaphragm,T,T: Soft Tissue,4.2,Live
T023,T023: Insertion of prosthesis into chest wall NEC,T02,T02: Reconstruction of chest wall,T01-T17,T01-T17: Chest wall pleura and diaphragm,T,T: Soft Tissue,4.2,Live
T024,T024: Removal of prosthesis from chest wall,T02,T02: Reconstruction of chest wall,T01-T17,T01-T17: Chest wall pleura and diaphragm,T,T: Soft Tissue,4.2,Live
T028,T028: Other specified reconstruction of chest wall,T02,T02: Reconstruction of chest wall,T01-T17,T01-T17: Chest wall pleura and diaphragm,T,T: Soft Tissue,4.2,Live
T029,T029: Unspecified reconstruction of chest wall,T02,T02: Reconstruction of chest wall,T01-T17,T01-T17: Chest wall pleura and diaphragm,T,T: Soft Tissue,4.2,Live
T031,T031: Exploratory median sternotomy,T03,T03: Opening of chest,T01-T17,T01-T17: Chest wall pleura and diaphragm,T,T: Soft Tissue,4.2,Live
T032,T032: Reopening of chest and re-exploration of intrathoracic operation site and surgical arrest of postoperative bleeding,T03,T03: Opening of chest,T01-T17,T01-T17: Chest wall pleura and diaphragm,T,T: Soft Tissue,4.2,Live
T033,T033: Reopening of chest and re-exploration of intrathoracic operation site NEC,T03,T03: Opening of chest,T01-T17,T01-T17: Chest wall pleura and diaphragm,T,T: Soft Tissue,4.2,Live
T034,T034: Reopening of chest NEC,T03,T03: Opening of chest,T01-T17,T01-T17: Chest wall pleura and diaphragm,T,T: Soft Tissue,4.2,Live
T038,T038: Other specified opening of chest,T03,T03: Opening of chest,T01-T17,T01-T17: Chest wall pleura and diaphragm,T,T: Soft Tissue,4.2,Live
T039,T039: Unspecified opening of chest,T03,T03: Opening of chest,T01-T17,T01-T17: Chest wall pleura and diaphragm,T,T: Soft Tissue,4.2,Live
T051,T051: Suture of chest wall,T05,T05: Other operations on chest wall,T01-T17,T01-T17: Chest wall pleura and diaphragm,T,T: Soft Tissue,4.2,Live
T052,T052: Resuture of previous incision of chest wall,T05,T05: Other operations on chest wall,T01-T17,T01-T17: Chest wall pleura and diaphragm,T,T: Soft Tissue,4.2,Live
T053,T053: Repair of chest wall NEC,T05,T05: Other operations on chest wall,T01-T17,T01-T17: Chest wall pleura and diaphragm,T,T: Soft Tissue,4.2,Live
T054,T054: Removal of wire from chest wall,T05,T05: Other operations on chest wall,T01-T17,T01-T17: Chest wall pleura and diaphragm,T,T: Soft Tissue,4.2,Live
T058,T058: Other specified other operations on chest wall,T05,T05: Other operations on chest wall,T01-T17,T01-T17: Chest wall pleura and diaphragm,T,T: Soft Tissue,4.2,Live
T059,T059: Unspecified other operations on chest wall,T05,T05: Other operations on chest wall,T01-T17,T01-T17: Chest wall pleura and diaphragm,T,T: Soft Tissue,4.2,Live
T071,T071: Decortication of pleura,T07,T07: Open excision of pleura,T01-T17,T01-T17: Chest wall pleura and diaphragm,T,T: Soft Tissue,4.2,Live
T072,T072: Open excision of lesion of pleura,T07,T07: Open excision of pleura,T01-T17,T01-T17: Chest wall pleura and diaphragm,T,T: Soft Tissue,4.2,Live
T074,T074: Open Excision of Pleura,T07,T07: Open excision of pleura,T01-T17,T01-T17: Chest wall pleura and diaphragm,T,T: Soft Tissue,,Retired
T078,T078: Other specified open excision of pleura,T07,T07: Open excision of pleura,T01-T17,T01-T17: Chest wall pleura and diaphragm,T,T: Soft Tissue,4.2,Live
T079,T079: Unspecified open excision of pleura,T07,T07: Open excision of pleura,T01-T17,T01-T17: Chest wall pleura and diaphragm,T,T: Soft Tissue,4.2,Live
T081,T081: Resection of rib and open drainage of pleural cavity,T08,T08: Open drainage of pleural cavity,T01-T17,T01-T17: Chest wall pleura and diaphragm,T,T: Soft Tissue,4.2,Live
T082,T082: Closure of open drainage of pleural cavity,T08,T08: Open drainage of pleural cavity,T01-T17,T01-T17: Chest wall pleura and diaphragm,T,T: Soft Tissue,4.2,Live
T083,T083: Fenestration of pleura,T08,T08: Open drainage of pleural cavity,T01-T17,T01-T17: Chest wall pleura and diaphragm,T,T: Soft Tissue,4.2,Live
T084,T084: Closure of fenestration of pleura,T08,T08: Open drainage of pleural cavity,T01-T17,T01-T17: Chest wall pleura and diaphragm,T,T: Soft Tissue,4.2,Live
T088,T088: Other specified open drainage of pleural cavity,T08,T08: Open drainage of pleural cavity,T01-T17,T01-T17: Chest wall pleura and diaphragm,T,T: Soft Tissue,4.2,Live
T089,T089: Unspecified open drainage of pleural cavity,T08,T08: Open drainage of pleural cavity,T01-T17,T01-T17: Chest wall pleura and diaphragm,T,T: Soft Tissue,4.2,Live
